video_short,video,video_id,comment_index,comment,manual_7_emotion,manual_3_sentiment,label_notes,source_file,annotation_source
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,23,"""so what axle configuration should we use for our trucks?"" - ""yes""",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,24,"Thanks to this commercial, people will finally drink something healthy for Christmas",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,25,This is the best anti coca-cola ad I’ve ever seen 🤣,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,26,"The company that made Santa's suit red, now's made Santa completely soulless.",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,27,"Coca-cola- “ChatGPT create the 2025 Christmas coca-cola advert with animals ChatGPT- “can you specify the type of animals” Coca-cola- “I couldn’t care less, any”",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,28,So this is why ram is so expensive😭,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,29,"“Eh boss, the people in this ad.. just don’t look right using this AI, what should we do?” “Replace everyone with animals! Don’t show any humans up close”",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,30,The best ad I've ever seen for Pepsi.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,31,0:41 “It’s always a real thing.” LOL,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,32,"I'm guessing their intention was to make all the animals look cute, but god damn did the AI screw up. Especially with that sloth. Aside from looking completely out of place, the robotic head turn and those soulless eyes make it look like, what I would imagine, someone's creepypasta creation",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,33,"pepsi, you have the huge opportunity to roast the shit out of coca cola right now",anger,negative,negative criticism cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,34,Nothing quite brings holiday cheer like replacing employees with AI slop.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,35,This feels like a Facebook mum post,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,36,Man. This is something that would play in cyberpunk 2077,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,37,HOW MANY TIMES ARE WE GONNA HAVE TO TEACH YOU THIS LESSON OLD MAN?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,38,"The sad thing is that even the plot of the commercial was limited by Al. It's obvious they started with ""What's the easiest way to hide the limitations of the tech?"" Instead of ""what would make a memorable Christmas commercial?"" And were forced to constantly change animals and locations because if they stuck with the iconic polar bears, there's no way the design model would stay anywhere close enough to keep even the general public from picking up on it. This is how creativity dies. We're in the darkest timeline, aren't we?",joy,positive,positive nostalgia or emotional appreciation,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,39,Reading these negative comments against AI makes me realize there is still hope for humanity,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,40,"now i can steal this ad and upload it on my own channel, even if it isn’t christmas",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,41,Greatest Pepsi advert ever.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,42,10k coca-cola employees were forced to like this video,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,43,"""They really liked last year's commercials, so let's copy and paste that prompt again and call it a holiday.""",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,44,'real magic' is crazy 😭🙏,surprise,neutral,surprise cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,45,I’ve seen more soul in a Windows XP screensaver,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,46,Nothing says “holiday spirit” like laying off your whole graphic arts department in the name of “moving forward and pushing the envelope”!,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,47,A company worth billions with a slop ad like this gets bodied by a french supermarket’s ad,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,48,"With the recent news of AI content not being eligible for copyright protection, it would be a hilarious power-move for Pepsi to just take this commercial and just slap the Pepsi logo over the Coke logo when it appears.",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,49,Keep in mind that it's a small company. It can't afford to pay real people.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,Yy6fByUmPuE,50,So… anybody feel like a Pepsi?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,1,why does he sound like he completely dies and becomes depressed at the end,sadness,negative,sadness cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,2,"For me, it's the McChicken. The best fast food sandwich. I even ask for extra McChicken sauce packets and the staff is so friendly and more than willing to oblige. One time I asked for McChicken sauce packets and they gave me three. I said, ""Wow, three for free!"" and the nice friendly McDonald's worker laughed and said, ""I'm going to call you 3-for-free!"". Now the staff greets me with ""hey it's 3-for-free!"" and ALWAYS give me three packets. It's such a fun and cool atmosphere at my local McDonald's restaurant, I go there at least 3 times a week for lunch and a large iced coffee with milk instead of cream, 1-2 times for breakfast on the weekend, and maybe once for dinner when I'm in a rush but want a great meal that is affordable, fast, and can match my daily nutritional needs. I even dip my fries in McChicken sauce, it's delicious! What a great restaurant.",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,3,I wish they would bring back the 80s style McDonald's ads with all those characters,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,4,Bro is zesty 😂,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,5,This sounds like freedom 🦅,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,6,the big backs be rubbing their hands rn,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,7,the guy on nat geo 😂,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,8,0:13 That theme song is funny,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,9,Is no one gonna talk about how the barabubapu just sounds lame,anger,negative,negative criticism cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,10,Can we get a wholesome anime commercial too? That would be awesome!,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,11,Thats really good since a start with fod service dashs.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,12,I love this ad,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,13,mmmmmm i'd love to see a mcdonalds ad even when i'm not signed in to my account,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,14,It's those of us still waiting for ya'll to bring back beef tallow.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,15,The narrator is the guy who played the first Hannibal Lector in the manhunter. Eat that lol,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,16,I can't believe the price of this just went up again. I'm taking my cash to BK!,surprise,neutral,surprise cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,17,"Oh mcdonald's,how I miss you.I am in a country witch doesn't have mcdonald's😢.",sadness,negative,sadness cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,18,"Ba da ba ba ba, I'm lovin' it!",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,19,I want to make World Famous Fries.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,20,Now I want some..,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,21,😋 🍟 Fries! 🍟 😋,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,22,McDonalds is so good I get their happy meal,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,23,Get that paycheck BABYYY!.🎉,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,24,Make the grimace cookie,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,25,"bro stop making us fat ""Bro, please stop making us gain weight."" 🤰🤰🤰",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,26,Fries 🍟🍟🍟,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,27,McDonald's needs a new slogan. I'm Lovin' It! has been around for 22 years. McDonalds: Smiles Served Daily,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,28,Cool,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,29,I love mc donalds,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,30,Wilfred Mountain,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,31,❤,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,32,Can anyone tell me that bg music?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,33,I like it,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,34,Can you make a commercial they own onion rings in starting October 18 2024 in USA and Alaskan McDonald’s too.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,35,Rap cowbell warriors at 150% speed I’m begging you plss,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,36,🍕,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,37,Jet ski❤,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,38,Berniece Crossing,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,39,Treutel Bridge,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,40,I feel I've been waiting for years for this ad campaign to end because I hate the Bada-da-da-dumb at the end so much.,anger,negative,negative criticism cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,41,103 Effertz Road,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,42,Do you still got the grimace shake? McDonald’s😢 pleased you got it tell me McDonald’s please I said please please,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,43,Naw man 😂,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,44,mija u own,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,45,😍😍😍,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,46,1773 Steuber Drives,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,47,I've never eaten better fries.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,48,"i want mac tonight back, what is this",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,49,Thx to the potatoman Jonas Alströmmer😊,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,79phlhutGLg,50,i just want ads of fries. No more others.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,1,namiss ko yung mga ganitong commecial ng DOVE. kahit di ako babae...grabeh yung message nakaka uplift! wow.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,2,"Thank you so much, Dove, for letting me be a part of your campaign! - Patricia",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,3,My mom was really inspired by this commercial and she's wondering how she can be a part of this campaign :D,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,4,"Life is a lot more better when the truly beautiful are noticed. Dove, cheers.",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,5,The best advertisement I've watched this year! I love it!,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,6,i love this ads.. modern filipina.. thank you for this ads..,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,7,I love dove...,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,8,"""Magaganda ang mga Pinay.."" Props to the ad people who made your campaign..",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,9,#RealBeautyIsUniversal After a long tiring day this really made me inspired. thank you for reminding me the definition of a real beauty,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,10,"OMG, i never knew how Good multimillion companys are",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,11,I love this TV Ad so much!,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,12,"Is it a coincidence that Dove cream who celebrate 10 years of 'real beauty' are owned by Unilever, the world's biggest ice cream manufacturer?",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,13,real beauty is found within,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,14,"I hear the sound the ""didididdidg"" Like the nokia destiny",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,15,Patama talaga ito sa miss universe beauty pageant... Hahaha..,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,16,Good job Dove,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,17,"I only use dove but I don't see myself, black",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,18,nice visual and message also!,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,19,what name that girl from 30-32 second?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,20,what's the name of the girl in the 5th who has curly hair and tan/brown skin????,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,21,"so inspiring, thank you Dove Ph! 😊😊😊",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,22,What is the title of the song?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,23,can I know what is the name with the girl with blue and green hair?.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,24,Can somebody pls tell me whats the name of the song?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,25,Nice dove...,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,26,2024?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,27,"thanks for this inspiring video.. shoutout to all curvy, pierced and tattooed women 😊",joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,28,I love this commercial so much.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,29,"Interestingly, not a single black woman in this video.",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,30,auto play ads 👎👎👎,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,31,"Yall im pretty sure i see a couple black people in this ad they just aren’t a deep complexion they def could’ve changed that though, but there’s some black people in it.",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,32,what?,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,33,Beautiful ads.,joy,positive,positive appreciation or humor cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,34,Nice dove,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,35,the universe has so much more 💕💞🙌,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,36,"Your work is nothing short of extraordinary; much like a book I read that shared these themes. ""Your Body Your Temple"" by Sophia Wintergreen",neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,JNYjRmNCu9o,37,All some sauce.,neutral,neutral,no dominant affective cue,youtube_domain_training_comments_unlabeled.csv,assistant_assisted_review
