theme,video_short,video_id,video,comment_index,comment,source_file,manual_7_emotion,manual_3_sentiment,label_notes,annotation_source
sadness_psa,sadness_psa,B2rFTbvwteo,https://www.youtube.com/watch?v=B2rFTbvwteo,92,Pls do not speed. Got fined 300 dollars😢,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses regret and sadness over a fine.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,IJlIcK-gbLE,https://www.youtube.com/watch?v=IJlIcK-gbLE,59,Hookah or sheesha is also a form of vaping. Don't smoke as well Only do drugs😂😂😂😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emojis and playful tone indicate amusement.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,dhBxrfETXJA,https://www.youtube.com/watch?v=dhBxrfETXJA,219,1:02 I love how the best excuse they could come up with was “it was for his own consumption”,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Sarcastic amusement at a weak excuse, expressing joy.",deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,GNOu1Se6dYE,https://www.youtube.com/watch?v=GNOu1Se6dYE,219,Well she's kendall and what ever ad she make.. there's always hate.. and hate is always kendall.,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Comment highlights persistent hate towards Kendall, implying sadness.",deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,kQg2LMmpPn8,https://www.youtube.com/watch?v=kQg2LMmpPn8,19,Wtf. Cheese all messed up.,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expression of frustration and disgust about messed up cheese.,deepseek_v4pro_ai_labeling
streaming_trailer_reaction,streaming_trailer_reaction,Di310WS8zLk,https://www.youtube.com/watch?v=Di310WS8zLk,55,"I was expecting to not like this, but after seeing the trailer... I'm kind of hyped!",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Surprise and excitement after initial skepticism.,deepseek_v4pro_ai_labeling
automotive_brand_ad,automotive_brand_ad,M7FIvfx5J10,https://www.youtube.com/watch?v=M7FIvfx5J10,133,"Now videos like these are the ONLY ones that should be on the trending list. Not fake sob stories from you tubers, not fake AGT videos, or music videos, just classic videos that go viral.",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses appreciation for genuine viral content, implying satisfaction.",deepseek_v4pro_ai_labeling
automotive_brand_ad,automotive_brand_ad,M7FIvfx5J10,https://www.youtube.com/watch?v=M7FIvfx5J10,112,This is so viral when it came out. It's still epic as of right now.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and positive nostalgia for the content.,deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,KxAf8ZJvUPo,https://www.youtube.com/watch?v=KxAf8ZJvUPo,109,oOoOOooOoOOOoH its Shane's Boyfriend!!!! Lol when that's all you notice 😂😂😂😂😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Excited recognition with laughter emojis indicates amusement and joy.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,14,She should be fired,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses strong disapproval and desire for punishment.,deepseek_v4pro_ai_labeling
food_beverage_ad,food_beverage_ad,Yy6fByUmPuE,https://www.youtube.com/watch?v=Yy6fByUmPuE,40,Pepsi executives be laughing rn,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Sarcastic joy at Pepsi executives' amusement.,deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,71,"I'm older than Terrie and it shocks me to see how much older she looks. She has a tremendous amount of courage to go on TV and let everyone see how smoking has ravaged her body, hoping to help others. It has been over 40 years since cigarette ads were taken off of TV and the surgeon general's warning has been on cigarette packages, but I think young people just think they will quit before it hurts them, or just look at those people who manage to live a long life, in spite of their smoking.",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Expresses shock and sadness at smoking's effects, with concern for youth.",deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,113,"Trust me, it aint the food im tryna eat",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Playful double entendre suggests humorous intent.,deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,99,"Rest in peace, Terrie",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expression of mourning and loss for someone named Terrie.,deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,tAlrXpn5MOc,https://www.youtube.com/watch?v=tAlrXpn5MOc,112,I just died after doing that 😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Exaggerated expression of laughter and amusement.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,xPGCrRRFWBk,https://www.youtube.com/watch?v=xPGCrRRFWBk,200,I'm so glad my mom an dad only cook at home an it rub off on me,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses happiness about parents' home cooking influencing them.,deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,3Twl1soaBJM,https://www.youtube.com/watch?v=3Twl1soaBJM,224,when i sawthat car theycare on i got saddend,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses sadness upon seeing a car.,deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,3Twl1soaBJM,https://www.youtube.com/watch?v=3Twl1soaBJM,216,When i closed my ies I felt like I died,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Expresses feeling of death after closing eyes, indicating deep sadness.",deepseek_v4pro_ai_labeling
beauty_brand_campaign,beauty_brand_campaign,z2T-Rh838GA,https://www.youtube.com/watch?v=z2T-Rh838GA,136,Brilliant!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses strong approval and delight.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,EkkOTplBCmA,https://www.youtube.com/watch?v=EkkOTplBCmA,125,"I’m 43 and have been smoking on and off for 30 years, I’ve quit before no problem and but have had soooo much trouble quiting this time. I appreciate watching this and it really makes me want to quit all that much more. God bless everyone watching this praying you can find the strength to quit! Praying for myself cuz it ain’t easy the older you get the harder it gets",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses struggle with quitting smoking and difficulty with age.,deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,vgain-EQdt0,https://www.youtube.com/watch?v=vgain-EQdt0,3,No can replace this video.... Here.. Everyone. Promise me everyone that you all will never give hurt or any pain to him... ♥️,youtube_domain_training_comments_8000_unlabeled.csv,sadness,positive,"Expresses protective love and concern, but underlying sadness about potential hurt.",deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,uaWA2GbcnJU,https://www.youtube.com/watch?v=uaWA2GbcnJU,225,At 1:25 The narrator : He won't appear on tv .... He won't be famous Me: But he is famous on youtube Edit: Thanks for the likes 😃😃😃,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses amusement and happiness with emojis and edit thanking for likes.,deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,0ygLvFG9QsA,https://www.youtube.com/watch?v=0ygLvFG9QsA,175,"When you realize, you were protective of the villain for a moment there 👁️ 👄 👁️",youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,"Realization and surprise at sympathizing with a villain, with neutral emoji tone.",deepseek_v4pro_ai_labeling
streaming_trailer_reaction,streaming_trailer_reaction,Di310WS8zLk,https://www.youtube.com/watch?v=Di310WS8zLk,135,Wednesday Attitude is next Level 🔥,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and excitement with fire emoji.,deepseek_v4pro_ai_labeling
surprise_product_launch_more,tech_product_launch,Btf4mN37OsU,https://www.youtube.com/watch?v=Btf4mN37OsU,107,Fuck*** awesome!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Explicit positive language despite profanity, expressing excitement.",deepseek_v4pro_ai_labeling
automotive_controversy,automotive_controversy,ro262oyhZAI,https://www.youtube.com/watch?v=ro262oyhZAI,137,Garbage can wheels.,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,The word 'garbage' implies strong disapproval or frustration.,deepseek_v4pro_ai_labeling
automotive_controversy,automotive_controversy,ro262oyhZAI,https://www.youtube.com/watch?v=ro262oyhZAI,91,I call it the ClusterTruck,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,No strong emotional signal; factual statement.,deepseek_v4pro_ai_labeling
anger_customer_service_more,anger_customer_service,oZRywTkhwrA,https://www.youtube.com/watch?v=oZRywTkhwrA,159,"When they announced they were going to transition from wireless communications to woke ideology, what did you think was going to happen?",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Sarcastic criticism of perceived shift to 'woke ideology'.,deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,kQg2LMmpPn8,https://www.youtube.com/watch?v=kQg2LMmpPn8,49,It's not a sausage it's a patty. Duh! 😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Playful correction with laughing emoji indicates amusement.,deepseek_v4pro_ai_labeling
anger_customer_service_more,anger_customer_service,cA3ySA9u7cI,https://www.youtube.com/watch?v=cA3ySA9u7cI,27,No joke this has to be the 4th or 5th major large scale outage Verizon has had in just the last 3 years alone. Glad I don’t have their service 😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,negative,"Sarcastic joy from not being affected, laughing at Verizon's failures.",deepseek_v4pro_ai_labeling
surprise_product_launch_more,tech_product_launch,UXmLSfv3NQI,https://www.youtube.com/watch?v=UXmLSfv3NQI,26,"I think I saw 4 women in the crowd, wild",youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,Expresses mild surprise at seeing few women in crowd.,deepseek_v4pro_ai_labeling
movie_trailer_joy,movie_trailer_joy,LEjhY15eCx0,https://www.youtube.com/watch?v=LEjhY15eCx0,127,This movie actually made me cry and I’m 24 years old,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses sadness from crying while watching a movie.,deepseek_v4pro_ai_labeling
movie_trailer_joy,movie_trailer_joy,LEjhY15eCx0,https://www.youtube.com/watch?v=LEjhY15eCx0,44,"Okay since nobody has mentioned it, the real world is some of the best animation I’ve seen. If they did a movie without the emotions and characters that look like Riley it would be a hit. Might take some years but it will be worth the wait. Just pause at each scene in the real world and look at the amount of details. It’s not like Raya and the last dragon where the backgrounds are more realistic looking than the characters. This is balanced and beautiful.",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and excitement for animation quality.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,pAqQ_ANAmrk,https://www.youtube.com/watch?v=pAqQ_ANAmrk,95,just the battery is bad just open the back cover and replace it. lol really the battery is bad. so just get a new battery fix your self,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Sarcastic humor with 'lol' and dismissive tone about easy fix.,deepseek_v4pro_ai_labeling
surprise_product_launch_more,tech_product_launch,UXmLSfv3NQI,https://www.youtube.com/watch?v=UXmLSfv3NQI,111,Wait…. These Apple cucks are salivating over a video on a screen telling them they are going to get scammed for $3500. Y’all are dense 💀💀,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Insults and mockery towards Apple fans, expressing frustration and contempt.",deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,WEw-GjTriIo,https://www.youtube.com/watch?v=WEw-GjTriIo,165,unbelievable. This man later died from his injuries. This is utter shame on United!,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses outrage and blame over a death caused by injuries.,deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,GNOu1Se6dYE,https://www.youtube.com/watch?v=GNOu1Se6dYE,4,"Miss Jenner doesn't give a shit about the BLM movement,woman's rights or LGBTQ+ rights posting one picture of the woman's march on Instagram does not make you an activist.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Criticizes Jenner's lack of genuine activism, expressing frustration and disapproval.",deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,yJTaGf5zURQ,https://www.youtube.com/watch?v=yJTaGf5zURQ,246,All he did was ask for a kosher meal!,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Frustration or indignation at unfair treatment over dietary request.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,LMWwImDX3ks,https://www.youtube.com/watch?v=LMWwImDX3ks,129,"This was a marketing strategy, not glass smashing, guys... 😂😂😂 It sky-rocketed the sale of the truck. 😂😂😂",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughing emojis and amused tone about clever marketing.,deepseek_v4pro_ai_labeling
beauty_brand_campaign,beauty_brand_campaign,z2T-Rh838GA,https://www.youtube.com/watch?v=z2T-Rh838GA,46,Well done Dove!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses praise and approval.,deepseek_v4pro_ai_labeling
anger_customer_service,anger_customer_service,MUo3n8QSQLE,https://www.youtube.com/watch?v=MUo3n8QSQLE,6,Millions,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,Single word with no emotional context.,deepseek_v4pro_ai_labeling
automotive_brand_ad,automotive_brand_ad,M7FIvfx5J10,https://www.youtube.com/watch?v=M7FIvfx5J10,42,"DIRECTOR: ""All right, we want to record this shot just as the sun is setting. Nail it, first try, or I'll see you all tomorrow, same time.""",youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Comment is a factual quote, no emotional expression.",deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,105,"Why is this going viral on vine? People are making sick edits with this video and it's terrible. Smoking is bad and I have many family members who do it and my grandmother has cancer from it. If you make an edit with this, you really have no heart.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses frustration about viral edits and strong disapproval of smoking.,deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,VogNNsQ3Gmw,https://www.youtube.com/watch?v=VogNNsQ3Gmw,82,took all my rights away,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses frustration and resentment about losing rights.,deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,yJTaGf5zURQ,https://www.youtube.com/watch?v=yJTaGf5zURQ,169,I wish you used more of the movie clip or Adam Sandler from Anger Management movie,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses disappointment about missing movie clip or actor.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,LMWwImDX3ks,https://www.youtube.com/watch?v=LMWwImDX3ks,111,He knows how to market the truck.,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,Factual observation without emotional tone.,deepseek_v4pro_ai_labeling
surprise_product_launch_more,tech_product_launch,Btf4mN37OsU,https://www.youtube.com/watch?v=Btf4mN37OsU,72,"Supertramp music is used in so many ads, is incredible, love their music",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses love and admiration for Supertramp's music.,deepseek_v4pro_ai_labeling
sports_brand_purpose,sports_brand_purpose,jBnseji3tBk,https://www.youtube.com/watch?v=jBnseji3tBk,16,"Incredible ad, really inspiring!",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and inspiration.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,25,I hope someone contacted the health department. She needs to be fired and sued...unacceptable,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses outrage and demand for punishment over unacceptable behavior.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,zBXAJV82744,https://www.youtube.com/watch?v=zBXAJV82744,19,I ate there once 12 years ago n never again. Yuck,youtube_domain_training_comments_8000_unlabeled.csv,disgust,negative,Expresses strong distaste and refusal to return.,deepseek_v4pro_ai_labeling
entertainment_fandom,entertainment_fandom,TcMBFSGVi1c,https://www.youtube.com/watch?v=TcMBFSGVi1c,69,*_This trailer proof that Tony Stark has a heart_* *We love you 3000*,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses love and admiration for Tony Stark, referencing an emotional moment.",deepseek_v4pro_ai_labeling
movie_trailer_joy,movie_trailer_joy,LEjhY15eCx0,https://www.youtube.com/watch?v=LEjhY15eCx0,25,"I have a theory. So envy starts out all small and cute with sparkles in her eyes and a little voice. Well what if the more she wants, and the more they feed into her, she gets bigger and meaner and like won’t stop at any costs. I think that could possibly play a role in her character. Idk how that would work out though. It would just be cool to see that",youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Speculative and analytical comment about a character, no strong emotion.",deepseek_v4pro_ai_labeling
automotive_controversy,automotive_controversy,ro262oyhZAI,https://www.youtube.com/watch?v=ro262oyhZAI,39,"I’d be so embarrassed to have one of those in my driveway, under any circumstances. You really took one for the team to make this video. Lol",youtube_domain_training_comments_8000_unlabeled.csv,disgust,negative,"Expresses embarrassment and disdain for the car, with sarcastic praise.",deepseek_v4pro_ai_labeling
automotive_brand_ad,automotive_brand_ad,M7FIvfx5J10,https://www.youtube.com/watch?v=M7FIvfx5J10,77,"""Mr. Van Damme, we want you in a commercial fo-"" ""I want to do a split between two moving trucks.""",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Humorous quote from Van Damme, playful and entertaining.",deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,liPlJ_ynd_Q,https://www.youtube.com/watch?v=liPlJ_ynd_Q,222,I love it! ¯\_(ツ)_/¯,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses love for something, positive tone.",deepseek_v4pro_ai_labeling
automotive_brand_ad,automotive_brand_ad,M7FIvfx5J10,https://www.youtube.com/watch?v=M7FIvfx5J10,88,Whoever is in charge of marketing at Volvo is a genius.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and praise for marketing team.,deepseek_v4pro_ai_labeling
tech_review_mixed,tech_review_mixed,XkXbkxtBlwY,https://www.youtube.com/watch?v=XkXbkxtBlwY,140,Gorilla glass the biggest con in phone tech ever! Will still break just like all the other types of gorilla glass before it,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses frustration and anger about Gorilla Glass being a con.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,IJlIcK-gbLE,https://www.youtube.com/watch?v=IJlIcK-gbLE,151,I don’t vape whenever I take my inhaler I just blow out the smoketo look like I am,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Humorous comment about vaping and inhaler, playful tone.",deepseek_v4pro_ai_labeling
classic_brand_ad,classic_brand_ad,owGykVbfgUE,https://www.youtube.com/watch?v=owGykVbfgUE,59,I saw the Hulu ad and wanted to come back to see the original. I wasn’t disappointed 😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses satisfaction and amusement with laughter emoji.,deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,39,After seeing this over and over when I pressed play I jumped lol,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Comment expresses amusement and laughter from being startled.,deepseek_v4pro_ai_labeling
entertainment_fandom,entertainment_fandom,TcMBFSGVi1c,https://www.youtube.com/watch?v=TcMBFSGVi1c,113,It seems like avengers infinity war came a thousand years ago.,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses nostalgia and a sense of time passing too quickly.,deepseek_v4pro_ai_labeling
gaming_product_launch,gaming_product_launch,RkC0l4iekYo,https://www.youtube.com/watch?v=RkC0l4iekYo,48,"I can't believe it's already been 5 years. Now we know what it feels like to say ""I remember it like it was yesterday"".",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Nostalgic reflection on time passing, tinged with melancholy.",deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,iVrQqWIs6ZE,https://www.youtube.com/watch?v=iVrQqWIs6ZE,116,"This is the most heart warming piece that I have ever seen. It's nothing short of brilliant, It really hits home about being kind to others. This is how we should all act , kind and caring. This is the message we all need to pass on to the next generation.",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses deep appreciation and warmth, praising kindness.",deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,1vpTvVbNsJs,https://www.youtube.com/watch?v=1vpTvVbNsJs,23,"As a person who currently works at Chipotle, I must call on most this as bullshit. How can people be so sure that Chipotle is 100% responsible for every single outbreak? In this video, they mention a person who got sick a week after eating at a Chipotle. How can they be sure it was the Chipotle and not something else? There have been in fact cases reported in my own store of people claiming to have gotten ""sick"" however none of the medical testing has concluded Chipolte to be the cause (at least in my location). All this speculation leads me to conclude that some of these supposed cases are a result of correlation and confirmation bias.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Defensive and frustrated tone, calling claims 'bullshit' and criticizing bias.",deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,kQg2LMmpPn8,https://www.youtube.com/watch?v=kQg2LMmpPn8,83,Sossage 😂 American accent is wild,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emoji and playful comment about accent.,deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,iVrQqWIs6ZE,https://www.youtube.com/watch?v=iVrQqWIs6ZE,200,This is just amazing. Touching peoples lives and teaching us to be kind.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and appreciation for kindness.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,71,And that’s why i only get ice cream from there unless the machine is broken 🤣 🤣 🤣,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emojis and humorous tone about ice cream machine.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,xPGCrRRFWBk,https://www.youtube.com/watch?v=xPGCrRRFWBk,137,"24:11 lazy, filthy AND prejudice. What a great combo",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Sarcastic criticism of negative traits, expressing disapproval.",deepseek_v4pro_ai_labeling
gaming_product_launch,gaming_product_launch,RkC0l4iekYo,https://www.youtube.com/watch?v=RkC0l4iekYo,82,Sony: any questions Me: price? Sony: Does it matter My kidneys: yes,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Humorous joke about high prices, playful tone.",deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,tHn5bOBoEMI,https://www.youtube.com/watch?v=tHn5bOBoEMI,155,"All that effort, and I've still never heard of them 😂❤",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter and heart emoji indicate amusement and affection despite sarcasm.,deepseek_v4pro_ai_labeling
entertainment_fandom,entertainment_fandom,TcMBFSGVi1c,https://www.youtube.com/watch?v=TcMBFSGVi1c,12,2019 still feels like yesterday. Weird how time is in the 2020s.,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Nostalgic longing for the past, feeling time passing strangely.",deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,KxAf8ZJvUPo,https://www.youtube.com/watch?v=KxAf8ZJvUPo,33,"it's a commercial, I see no controversial stuff I don't get the overreacting by stupid Hollywood types",youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Comment dismisses controversy as overreaction, no strong emotion.",deepseek_v4pro_ai_labeling
tech_product_launch,tech_product_launch,n6pqGoXWZzo,https://www.youtube.com/watch?v=n6pqGoXWZzo,29,Damn! This was an extremely impressive presentation. Nicely done!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and praise for the presentation.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,X4k12miYJ4M,https://www.youtube.com/watch?v=X4k12miYJ4M,156,im never ever smoking,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,Statement of personal decision without strong emotion.,deepseek_v4pro_ai_labeling
app_brand_campaign,app_brand_campaign,Ew4kM1FmM8o,https://www.youtube.com/watch?v=Ew4kM1FmM8o,15,Lily knows she doesnt want to work there.. But when duo comes 🤑,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Excitement about duo's arrival, positive anticipation.",deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,GNOu1Se6dYE,https://www.youtube.com/watch?v=GNOu1Se6dYE,217,It was complete TRASH!!,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Strong negative reaction using all caps and exclamation marks.,deepseek_v4pro_ai_labeling
streaming_trailer_reaction,streaming_trailer_reaction,Di310WS8zLk,https://www.youtube.com/watch?v=Di310WS8zLk,88,I was afraid that they would mess this up and itd be child like but this teaser was perfect. Wednesday walks into the room and everyone is afraid. Hats off to Jenna Ortega on her role and the production crew. They did an amazing job. 🤍,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses relief and admiration for the teaser and cast.,deepseek_v4pro_ai_labeling
streaming_trailer_reaction,streaming_trailer_reaction,Di310WS8zLk,https://www.youtube.com/watch?v=Di310WS8zLk,16,Wednesday's acting was killing. Even top artists can't replace her as Wednesday 🔥🔥,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Praise for acting with fire emojis shows excitement and admiration.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,udxR5rBq_Vg,https://www.youtube.com/watch?v=udxR5rBq_Vg,77,Introducing the new Cyber-Ball. Able to break even bullet-proof windows.,youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,Comment presents a surprising product feature without clear emotional tone.,deepseek_v4pro_ai_labeling
surprise_product_launch_more,tech_product_launch,Btf4mN37OsU,https://www.youtube.com/watch?v=Btf4mN37OsU,139,"I’d never pay 3500 for a Vr headset. Can literally go and buy a top end gaming PC, plus a great VR headset and still save money. You’re literally going to pay 3500 to have an iPhone strapped to your face, 24/7 🤣 what a joke.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Criticizes high price with sarcasm and laughter, expressing frustration.",deepseek_v4pro_ai_labeling
