video,video_short,comment_index,comment,manual_7_emotion,manual_3_sentiment,pretrained_7_emotion,finetuned_7_emotion,sentiment_pipeline_3,pretrained_7_match,finetuned_7_match,sentiment_3_match,domain_adapted_7_emotion,domain_adapted_7_match,previous_manual_7_emotion,previous_manual_3_sentiment,manual_label_changed,manual_review_note,manual_review_source,pretrained_7_score,finetuned_7_score,domain_adapted_7_score,samlowe_roberta_7_emotion,samlowe_roberta_7_score,samlowe_roberta_7_match,jhartmann_roberta_large_7_emotion,jhartmann_roberta_large_7_score,jhartmann_roberta_large_7_match,sentiment_pipeline_3_score,samlowe_roberta_adapted_7_emotion,samlowe_roberta_adapted_7_score,samlowe_roberta_adapted_7_match,jhartmann_distilroberta_adapted_7_emotion,jhartmann_distilroberta_adapted_7_score,jhartmann_distilroberta_adapted_7_match,lxyuan_sentiment_3,lxyuan_sentiment_3_score,lxyuan_sentiment_3_match,bertweet_sentiment_3,bertweet_sentiment_3_score,bertweet_sentiment_3_match,jhartmann_roberta_large_adapted_7_emotion,jhartmann_roberta_large_adapted_7_score,jhartmann_roberta_large_adapted_7_match
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,4,Ecnaha,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,disgust,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9043,0.9925,0.5705,neutral,0.9634,Yes,neutral,0.8948,Yes,0.717,neutral,0.945,Yes,neutral,0.5809,Yes,positive,0.4657,No,neu,0.9048,No,neutral,0.9537,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,5,"The video is truly captivating, from the dramatic pace to the spectacular visuals, it's impossible to look away 👏🔥. The content is carefully selected, providing a thrilling and exciting experience, making viewers feel like they're living through every moment of the action. In particular, the scene setting and sound design are perfectly coordinated, highlighting the power and ferocity of the monsters 🦍🐊🏙. This is a high-quality clip, both entertaining and something viewers will want to watch again and again. The channel owner has done a great job bringing a cinematic experience right on YouTube, deserving more likes and subscribers 🌟💯. Hopefully, there will be more captivating videos like this in the future, which will surely attract even more viewers ❤🚀",joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9573,0.5268,0.9678,joy,0.9197,Yes,joy,0.9873,Yes,0.9848,joy,0.971,Yes,joy,0.9612,Yes,positive,0.9202,Yes,pos,0.9914,No,joy,0.997,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,6,kaka gua batu,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,joy,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.791,0.9921,0.5,neutral,0.9596,Yes,neutral,0.8144,Yes,0.7644,neutral,0.9647,Yes,neutral,0.6372,Yes,positive,0.4538,No,neu,0.9542,No,neutral,0.9728,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,7,Смотрю из Таджикистана ❤,joy,positive,neutral,neutral,neutral,No,No,No,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6321,0.9812,0.3748,joy,0.8733,Yes,anger,0.3819,No,0.6877,joy,0.9431,Yes,disgust,0.3867,No,positive,0.4515,Yes,neu,0.8897,No,joy,0.9456,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,8,That's amazing really ❤️,joy,positive,joy,surprise,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6832,0.4843,0.8167,joy,0.8626,Yes,surprise,0.6421,No,0.9743,joy,0.9782,Yes,joy,0.9529,Yes,positive,0.9331,Yes,pos,0.9907,No,joy,0.6901,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,9,From Cyprus!❤,joy,positive,neutral,neutral,positive,No,No,Yes,surprise,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.517,0.9913,0.743,neutral,0.8253,No,joy,0.4158,Yes,0.954,joy,0.8049,Yes,joy,0.7073,Yes,positive,0.5485,Yes,neu,0.9321,No,joy,0.8481,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,10,Watching from Milano Italy ❤thank you for sharing,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9311,0.9955,0.9534,joy,0.9889,Yes,joy,0.7399,Yes,0.963,joy,0.9637,Yes,joy,0.9652,Yes,positive,0.7338,Yes,pos,0.933,No,joy,0.9924,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,11,Hola I am watching from NIGERIA🎉❤,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.719,0.9837,0.8938,joy,0.5209,Yes,neutral,0.8415,No,0.9856,joy,0.9671,Yes,joy,0.9184,Yes,positive,0.4753,Yes,neu,0.9598,No,joy,0.7894,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,12,N😊😊!o,joy,positive,neutral,neutral,positive,No,No,Yes,surprise,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4746,0.9771,0.6136,joy,0.6608,Yes,anger,0.5572,No,0.9573,joy,0.9172,Yes,joy,0.8417,Yes,positive,0.4524,Yes,neu,0.5881,No,joy,0.691,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,13,Wow amazing MOVIE and watching from West Borneo,surprise,positive,surprise,surprise,positive,Yes,Yes,Yes,surprise,Yes,surprise,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8515,0.7083,0.6368,joy,0.8934,No,surprise,0.8847,Yes,0.9818,joy,0.9574,No,joy,0.7492,No,positive,0.859,Yes,pos,0.9912,No,joy,0.6785,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,14,"watching from Dublin, but Egyptian ❤❤❤ Amazing movie 🍿🎥",joy,positive,surprise,neutral,positive,No,No,Yes,surprise,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5415,0.8124,0.551,joy,0.93,Yes,surprise,0.4954,No,0.9832,joy,0.978,Yes,joy,0.9286,Yes,positive,0.7688,Yes,pos,0.9902,No,joy,0.9899,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,15,Watching from Zambia 🥰,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9039,0.9936,0.6601,neutral,0.8588,No,neutral,0.803,No,0.9678,surprise,0.8841,No,joy,0.7707,Yes,positive,0.5685,Yes,neu,0.9714,No,joy,0.7939,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,16,From Sri Lanka 🇱🇰🇱🇰❤❤,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6318,0.9923,0.3507,joy,0.5857,Yes,neutral,0.6488,No,0.9157,joy,0.9424,Yes,disgust,0.4188,No,positive,0.474,Yes,neu,0.9707,No,joy,0.9667,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,17,Watching from Ghana ❤🎉,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9316,0.9945,0.5514,joy,0.9263,Yes,neutral,0.7856,No,0.9834,joy,0.9703,Yes,joy,0.9462,Yes,positive,0.5664,Yes,neu,0.9738,No,joy,0.9831,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,18,I'll never miss an Avatar movie 😊,joy,positive,sadness,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8191,0.8986,0.8892,joy,0.356,Yes,sadness,0.7261,No,0.9824,joy,0.943,Yes,sadness,0.8726,No,positive,0.4414,Yes,pos,0.9892,No,joy,0.9927,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,19,"Watching from my beloved country Philippines 🇵🇭🇵🇭 Since 2012 ,until now this movie is so amazing.. this is my favorite movie ever❤️AVATAR is the best for me❤❤❤❤❤",joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7105,0.9354,0.9764,joy,0.8252,Yes,joy,0.8048,Yes,0.9905,joy,0.979,Yes,joy,0.9565,Yes,positive,0.9555,Yes,pos,0.9931,No,joy,0.9953,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,20,Good morning everyone! It's quite amazing movie. I'm from Uzbekistan,joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8886,0.8469,0.9389,joy,0.6323,Yes,joy,0.8213,Yes,0.9906,joy,0.9727,Yes,joy,0.9757,Yes,positive,0.9819,Yes,pos,0.993,No,joy,0.9931,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,21,Good 👍 😊❤,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5002,0.9801,0.9098,joy,0.8926,Yes,joy,0.6592,Yes,0.977,joy,0.9679,Yes,joy,0.8778,Yes,positive,0.9493,Yes,pos,0.9664,No,joy,0.9957,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,22,From Swaziland...I'm enjoying this movie 🍿,joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9797,0.9711,0.9802,joy,0.9187,Yes,joy,0.9841,Yes,0.9851,joy,0.9737,Yes,joy,0.9853,Yes,positive,0.8369,Yes,pos,0.9921,No,joy,0.9963,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,23,From Assam ❤❤❤,joy,positive,neutral,neutral,positive,No,No,Yes,disgust,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8754,0.9942,0.3501,joy,0.5963,Yes,neutral,0.5544,No,0.9615,joy,0.9338,Yes,joy,0.7172,Yes,positive,0.489,Yes,neu,0.9713,No,joy,0.9794,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,24,"watching from Abu Dhabi, UAE. thank you for sharing this video",joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6756,0.5881,0.9551,joy,0.9897,Yes,joy,0.5388,Yes,0.8876,joy,0.9303,Yes,joy,0.8961,Yes,positive,0.729,Yes,pos,0.9437,No,joy,0.7975,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,25,"The human coming in is like the world leaders,lying to us about everything!",anger,negative,neutral,neutral,neutral,No,No,No,anger,Yes,joy,positive,Yes,criticism of world leaders lying,assistant_manual_review_2026-05-27,0.3197,0.9644,0.9586,neutral,0.8457,No,disgust,0.4352,No,0.6112,anger,0.9488,Yes,joy,0.2715,No,positive,0.5039,No,neg,0.9443,No,anger,0.9956,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,26,Here before Christmas 2025 😅let's go,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,neutral,neutral,Yes,anticipatory excitement,assistant_manual_review_2026-05-27,0.7012,0.9928,0.829,joy,0.5796,Yes,neutral,0.6713,No,0.6998,joy,0.892,Yes,joy,0.5779,Yes,positive,0.4701,Yes,pos,0.5473,No,joy,0.9929,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,27,Watchin from Nepal❤🎉,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8187,0.9935,0.7545,neutral,0.8209,No,neutral,0.5449,No,0.9782,joy,0.9473,Yes,joy,0.7206,Yes,positive,0.5033,Yes,neu,0.9699,No,joy,0.9679,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,28,"Аватар - был прекрасный фильм,❤а следующие части - это мультфильмы😪А так ждали и хотели продолжения именно фильма😢🥺",sadness,negative,neutral,neutral,neutral,No,No,No,neutral,No,sadness,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5699,0.971,0.3561,neutral,0.296,No,anger,0.3472,No,0.7826,disgust,0.9438,No,joy,0.577,No,negative,0.7162,Yes,neu,0.9087,No,joy,0.5936,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,29,Wonderful movie watching from south africa ❤😊❤,joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8972,0.8561,0.9811,joy,0.8849,Yes,joy,0.9665,Yes,0.9872,joy,0.9785,Yes,joy,0.9488,Yes,positive,0.8793,Yes,pos,0.9922,No,joy,0.9969,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,30,Watching from California nice movie thank you for uploading it ❤😊,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9139,0.9295,0.974,joy,0.9723,Yes,joy,0.8961,Yes,0.985,joy,0.9735,Yes,joy,0.9727,Yes,positive,0.9251,Yes,pos,0.9873,No,joy,0.9958,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,31,I'm watching from Viet Nam ❤,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7041,0.9901,0.377,joy,0.9087,Yes,neutral,0.5779,No,0.8806,joy,0.9616,Yes,joy,0.9368,Yes,positive,0.4936,Yes,neu,0.9486,No,sadness,0.9709,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,32,Uae,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6697,0.9927,0.9414,neutral,0.9638,Yes,neutral,0.9008,Yes,0.7052,neutral,0.8104,Yes,disgust,0.5172,No,positive,0.4474,No,neu,0.9206,No,disgust,0.5659,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,33,"The Queen Mother arrived and quickly turned the world upside down, not letting the King Atma die.Myself",neutral,neutral,surprise,neutral,neutral,No,Yes,Yes,surprise,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.3136,0.9852,0.3739,neutral,0.8615,Yes,neutral,0.3546,Yes,0.7211,surprise,0.8553,No,fear,0.3922,No,negative,0.3749,No,neu,0.4853,No,joy,0.9895,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,34,From Brasil! Great vídeo!,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7964,0.9546,0.9557,joy,0.932,Yes,joy,0.6726,Yes,0.9861,joy,0.9742,Yes,joy,0.9537,Yes,positive,0.8701,Yes,pos,0.9921,No,joy,0.9898,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,35,hello friends permision i am from Indonesian i like your video cool 🎉🎉🎉🎉🎉 amazing 🥰🥰🥰🙏🙏🙏✌️,joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4832,0.7445,0.9614,joy,0.8581,Yes,joy,0.7616,Yes,0.9897,joy,0.9775,Yes,joy,0.8855,Yes,positive,0.9316,Yes,pos,0.9905,No,joy,0.9924,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,36,"Mantap,,,❤❤❤❤❤",joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7197,0.9945,0.4217,neutral,0.5192,No,neutral,0.3451,No,0.974,joy,0.8884,Yes,joy,0.5396,Yes,positive,0.8963,Yes,neu,0.9433,No,joy,0.9816,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,37,From USA 🇱🇷🎉🎉,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9045,0.9944,0.395,neutral,0.7904,No,neutral,0.8021,No,0.9779,disgust,0.8009,No,disgust,0.6723,No,positive,0.48,Yes,neu,0.967,No,joy,0.9298,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,38,From indonesia❤,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9259,0.9947,0.3726,neutral,0.9149,No,neutral,0.6845,No,0.8967,neutral,0.9009,No,joy,0.7666,Yes,positive,0.4936,Yes,neu,0.9656,No,joy,0.8878,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,39,ok,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8116,0.9935,0.9247,neutral,0.9475,Yes,neutral,0.4818,Yes,0.5058,neutral,0.9216,Yes,neutral,0.7931,Yes,positive,0.6738,No,neu,0.832,No,neutral,0.9905,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,40,They need a vr version of this 😮,surprise,positive,neutral,neutral,neutral,No,No,No,joy,No,surprise,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9496,0.9946,0.4834,neutral,0.8311,No,anger,0.3773,No,0.7019,surprise,0.8876,Yes,surprise,0.3399,Yes,negative,0.3613,No,neu,0.634,No,disgust,0.5168,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,41,"Pandora always looks so stunning! 💙 If you could visit just one place in the Avatar world, where would it be ?",joy,positive,surprise,neutral,positive,No,No,Yes,surprise,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4015,0.6557,0.4859,joy,0.7845,Yes,surprise,0.4468,No,0.9738,joy,0.9307,Yes,joy,0.6923,Yes,negative,0.4974,No,pos,0.9891,No,joy,0.9776,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,42,Whatching from Kenya,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,surprise,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7965,0.9903,0.5529,neutral,0.9684,Yes,neutral,0.9351,Yes,0.858,neutral,0.9521,Yes,neutral,0.8679,Yes,positive,0.397,No,neu,0.9692,No,neutral,0.9905,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,43,"It's engaging and enjoyable to watch, mainly because the actors' performance is really good.",joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9783,0.9043,0.9772,joy,0.7723,Yes,joy,0.9848,Yes,0.9865,joy,0.9753,Yes,joy,0.9765,Yes,positive,0.9656,Yes,pos,0.9928,No,joy,0.9977,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,44,МУЛЬКИК НО ВСЁ ЖЕ ИНТЕРЕСНО.❤❤❤❤❤,joy,positive,fear,neutral,positive,No,No,Yes,disgust,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5092,0.9783,0.4331,joy,0.6895,Yes,anger,0.364,No,0.5464,joy,0.9225,Yes,sadness,0.4789,No,positive,0.4106,Yes,neu,0.8933,No,joy,0.888,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,45,Watching from India Attendance please,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,joy,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9007,0.9933,0.521,neutral,0.9621,Yes,neutral,0.9316,Yes,0.7864,neutral,0.9134,Yes,neutral,0.8807,Yes,positive,0.6871,No,neu,0.9666,No,neutral,0.99,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,46,You are a superhero! 🎉,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.3763,0.9708,0.6938,joy,0.9375,Yes,surprise,0.3293,No,0.9845,joy,0.9795,Yes,joy,0.8898,Yes,positive,0.9383,Yes,pos,0.9916,No,joy,0.9948,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,47,from Indonesia..🇮🇩❤ (Sragen),joy,positive,neutral,neutral,positive,No,No,Yes,neutral,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.895,0.9941,0.3175,neutral,0.728,No,neutral,0.753,No,0.8768,joy,0.9019,Yes,disgust,0.6025,No,negative,0.416,No,neu,0.9773,No,disgust,0.9017,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,48,Watching from Philippines❤,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9069,0.9934,0.4531,neutral,0.8975,No,neutral,0.6596,No,0.9039,joy,0.9452,Yes,joy,0.9426,Yes,positive,0.5205,Yes,neu,0.9694,No,joy,0.8607,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,49,Watching from South Africa enjoying the movie ❤,joy,positive,joy,joy,positive,Yes,Yes,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9885,0.938,0.9798,joy,0.7914,Yes,joy,0.9423,Yes,0.9728,joy,0.9723,Yes,joy,0.9867,Yes,positive,0.8791,Yes,pos,0.989,No,joy,0.9958,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,50,Watching from Cameroon🇨🇲,neutral,neutral,joy,neutral,neutral,No,Yes,Yes,joy,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7311,0.9934,0.4531,neutral,0.9391,Yes,neutral,0.8911,Yes,0.7795,joy,0.828,No,joy,0.4833,No,positive,0.5205,No,neu,0.971,No,neutral,0.9485,Yes
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,1,Why was he let out of the psychiatric facility? Moronic authorities,anger,negative,neutral,neutral,negative,No,No,Yes,anger,Yes,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.2626,0.8282,0.5665,neutral,0.4928,No,surprise,0.7984,No,0.9215,anger,0.8545,Yes,anger,0.4138,Yes,negative,0.5465,Yes,neg,0.9718,No,anger,0.9887,Yes
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,2,Finally got the treatment he needed.,anger,negative,joy,neutral,positive,No,No,No,joy,No,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5863,0.9892,0.4831,neutral,0.3591,No,joy,0.9244,No,0.7344,joy,0.8382,No,sadness,0.463,No,positive,0.5617,No,pos,0.8735,No,joy,0.9957,No
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,3,Those reporters have the survival instincts of a rock,anger,negative,neutral,neutral,negative,No,No,Yes,joy,No,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9326,0.9902,0.5914,neutral,0.6392,No,neutral,0.9356,No,0.8518,joy,0.8736,No,neutral,0.6522,No,negative,0.5037,Yes,neu,0.6563,No,joy,0.4494,No
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,4,We need to start hiring more competent gunmen.,anger,negative,neutral,neutral,neutral,No,No,No,neutral,No,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9145,0.9922,0.6599,joy,0.6259,No,neutral,0.9004,No,0.6942,neutral,0.929,No,neutral,0.8787,No,positive,0.4493,No,neu,0.8528,No,neutral,0.9657,No
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,5,Freedom of irrelevancespeech..,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.542,0.9889,0.8284,neutral,0.95,Yes,neutral,0.4411,Yes,0.7799,anger,0.8455,No,joy,0.6449,No,positive,0.7108,No,neu,0.6516,No,anger,0.8866,No
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,6,a revolver? what in tarnation?,surprise,negative,surprise,neutral,negative,Yes,No,Yes,surprise,Yes,surprise,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7922,0.9783,0.8346,neutral,0.5099,No,surprise,0.8151,Yes,0.8395,surprise,0.8956,Yes,surprise,0.4894,Yes,negative,0.5051,Yes,neu,0.7179,No,surprise,0.8511,Yes
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,7,I was thinking how dumb standing near windows would be… but if any room was bullet proofed it would be that.,anger,negative,disgust,neutral,negative,No,No,Yes,anger,Yes,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4359,0.9655,0.7719,anger,0.3908,Yes,disgust,0.502,No,0.813,surprise,0.7347,No,surprise,0.4591,No,negative,0.6284,Yes,neg,0.883,No,anger,0.7011,Yes
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,8,The reporters has the survival instincts of a Dodo,anger,negative,neutral,neutral,neutral,No,No,No,joy,No,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9352,0.9913,0.4903,neutral,0.8324,No,neutral,0.9627,No,0.4747,neutral,0.8973,No,neutral,0.823,No,negative,0.5104,Yes,neu,0.8472,No,surprise,0.3748,No
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,9,We have agent 007😂,joy,positive,neutral,neutral,neutral,No,No,No,joy,Yes,surprise,neutral,Yes,joking comparison to Agent 007,assistant_manual_review_2026-05-27,0.961,0.9954,0.5297,neutral,0.7613,No,neutral,0.9607,No,0.801,joy,0.9594,Yes,joy,0.9486,Yes,positive,0.4455,Yes,neu,0.9712,No,joy,0.9861,Yes
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,10,Anything to get the ballroom 😂😂,joy,positive,neutral,neutral,neutral,No,No,No,joy,Yes,surprise,neutral,Yes,humorous laughing comment,assistant_manual_review_2026-05-27,0.9045,0.9958,0.809,joy,0.517,Yes,neutral,0.5934,No,0.5844,joy,0.9638,Yes,joy,0.976,Yes,positive,0.4308,Yes,neu,0.9025,No,joy,0.9926,Yes
https://www.youtube.com/watch?v=-_-eIVAX1yQ,shooting_news,11,"Give it three days, he'll be back.🤔💡",fear,negative,neutral,neutral,neutral,No,No,No,sadness,No,fear,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9159,0.9947,0.6593,joy,0.7594,No,neutral,0.8409,No,0.7583,joy,0.7038,No,disgust,0.8617,No,positive,0.4748,No,neu,0.7363,No,neutral,0.5743,No
